study_id,database_source,title,abstract,year,author,journal,doi,url,keywords,notes_spillover,has_hard_kill,has_soft_kill,has_addict,has_tech,is_high_priority,exclude_flag,screening_notes
GPS_DEC_1591,MEDLINE,Expert panel opinion on adult pneumococcal vaccination in the post-COVID era (NAP- EXPO Recommendations-2024).,"INTRODUCTION: Pneumococcal diseases pose a significant public health concern in India, with substantial morbidity and mortality, with the elderly and those with coexisting medical conditions being most at risk. Pneumococcus was also seen to be one of the main reasons for co-infection, pneumonia and complications in COVID. Current guidelines recommend vaccination for specific adult populations, but there is a lack of uniformity and guidance on risk stratification, prioritisation and optimal timing., METHODS: Nation Against Pneumococcal Infections - Expert Panel Opinion (NAP-EXPO) is a panel convened to review and update recommendations for adult pneumococcal vaccination in India. The panel of 23 experts from various medical specialties engaged in discussions and evidence-based reviews, discussed appropriate age for vaccination, risk stratification for COPD and asthma patients, vaccination strategies for post-COVID patients, smokers and diabetics, as well as methods to improve vaccine awareness and uptake., OUTCOME: The NAP-EXPO recommends the following for adults: All healthy individuals 60 years of age and above should receive the pneumococcal vaccine; all COPD patients, regardless of severity, high-risk asthma patients, post-COVID cases with lung fibrosis or significant lung damage, should be vaccinated with the pneumococcal vaccine; all current smokers and passive smokers should be educated and offered the pneumococcal vaccine, regardless of their age or health condition; all diabetic individuals should receive the pneumococcal vaccine, irrespective of their diabetes control. Strategies to improve vaccine awareness and uptake should involve general practitioners (GPs), primary health physicians (PHPs) and physicians treating patients at high risk of pneumococcal disease. Advocacy campaigns should involve media, including social media platforms., CONCLUSION: These recommendations aim to enhance pneumococcal vaccination coverage among high-risk populations in India in order to ensure a reduction in the burden of pneumococcal diseases, in the post-COVID era. There is a need to create more evidence and data to support the recommendations that the vaccine will be useful to a wider range of populations, as suggested in our consensus. Copyright (C) 2024 Copyright: (C) 2024 Indian Chest Society.",2024,"Koul, Parvaiz A and Vora, Agam C and Jindal, Surinder K and Ramasubramanian, Venkatasubramanian and Narayanan, Varsha and Tripathi, Surya Kant and Bahera, Digambar and Chandrashekhar, Harway Bhaskar and Mehta, Ravindra and Raval, Narendra and Dorairaj, Prabhakar and Chhajed, Prashant and Balki, Akash and Aurangabadwalla, Rohan Ketan and Khandelwal, Abhijeet and Kawedia, Mahendra and Rai, Satya Prakash and Grover, Ashok and Sachdev, Manish and Chatterjee, Surajit and Ramanaprasad, Velamuru V and Das, Aratrika and Modi, Mahavir Madhavdas and T2 - Lung India : official organ of Indian Chest Society",NA,10.4103/lungindia.lungindia_8_24,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_1681,MEDLINE,Grape Polyphenols Attenuate Diet-Induced Obesity and Hepatic Steatosis in Mice in Association With Reduced Butyrate and Increased Markers of Intestinal Carbohydrate Oxidation.,"A Western Diet (WD) low in fiber but high in fats and sugars contributes to obesity and non-alcoholic fatty liver disease (NAFLD). Supplementation with grape polyphenols (GPs) rich in B-type proanthocyanidins (PACs) can attenuate symptoms of cardiometabolic disease and alter the gut microbiota and its metabolites. We hypothesized that GP-mediated metabolic improvements would correlate with altered microbial metabolites such as short chain fatty acids (SCFAs). To more closely mimic a WD, C57BL/6J male mice were fed a low-fiber diet high in sucrose and butterfat along with 20% sucrose water to represent sugary beverages. This WD was supplemented with 1% GPs (WD-GP) to investigate the impact of GPs on energy balance, SCFA profile, and intestinal metabolism. Compared to WD-fed mice, the WD-GP group had higher lean mass along with lower fat mass, body weight, and hepatic steatosis despite consuming more calories from sucrose water. Indirect and direct calorimetry revealed that reduced adiposity in GP-supplemented mice was likely due to their greater energy expenditure, which resulted in lower energy efficiency compared to WD-fed mice. GP-supplemented mice had higher abundance of Akkermansia muciniphila, a gut microbe reported to increase energy expenditure. Short chain fatty acid measurements in colon content revealed that GP-supplemented mice had lower concentrations of butyrate, a major energy substrate of the distal intestine, and reduced valerate, a putrefactive SCFA. GP-supplementation also resulted in a lower acetate:propionate ratio suggesting reduced hepatic lipogenesis. Considering the higher sucrose consumption and reduced butyrate levels in GP-supplemented mice, we hypothesized that enterocytes would metabolize glucose and fructose as a replacement energy source. Ileal mRNA levels of glucose transporter-2 (GLUT2, SLC2A2) were increased indicating higher glucose and fructose uptake. Expression of ketohexokinase (KHK) was increased in ileum tissue suggesting increased fructolysis. A GP-induced increase in intestinal carbohydrate oxidation was supported by: (1) increased gene expression of duodenal pyruvate dehydrogenase (PDH), (2) a decreased ratio of lactate dehydrogenase a (LDHa): LDHb in jejunum and colon tissues, and (3) decreased duodenal and colonic lactate concentrations. These data indicate that GPs protect against WD-induced obesity and hepatic steatosis by diminishing portal delivery of lipogenic butyrate and sugars due to their increased intestinal utilization. Copyright (C) 2021 Mezhibovsky, Knowles, He, Sui, Tveter, Duran and Roopchand.",2021,"Mezhibovsky, Esther and Knowles, Kim A and He, Qiyue and Sui, Ke and Tveter, Kevin M and Duran, Rocio M and Roopchand, Diana E and T2 - Frontiers in nutrition",NA,10.3389/fnut.2021.675267,NA,hepatic steatosis and energy expenditure and Akkermansia muciniphila and butyrate and intestinal metabolism and Western diet and grape polyphenols and short chain fatty acids and CHAIN FATTY-ACIDS and ENERGY-EXPENDITURE and AKKERMANSIA-MUCINIPHILA and GLUCOSE-METABOLISM and GUT MICROBIOME and PROPIONATE and EXPRESSION and METFORMIN and LIVER and PROANTHOCYANIDINS,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_1693,MEDLINE,Evaluating the delay prior to primary care presentation in patients with lung cancer: a cohort study.,"BACKGROUND: Little is known about 'within-patient delay', which is the time from first symptom of lung cancer to contacting primary care., AIM: Primary outcomes were length of within-patient delay and the proportion of total delay it represents. Secondary outcomes were factors causing delay and survival., DESIGN & SETTING: A cohort study of newly diagnosed patients with lung cancer at two hospitals in Norfolk., METHOD: Patients completed questionnaires regarding onset of symptoms, whether they had delayed, and their reasons. GPs completed correlating questionnaires. Pathway times and other data were extracted from cancer registry and hospital records, and outcomes obtained prospectively. Factors causing delay were compared using ratios of geometric means., RESULTS: In 379 patients, mean within-patient delay and pre-secondary care delay were 188.6 days and 241 days (61.4% and 78.5% of total delay, respectively). It was found that 38.8% of patients felt they had delayed. Patient-related causes of delay were denial (ratio of means [ROM] = 4.36; P = 0.002, 95% confidence interval [CI] = 1.71 to 11.1); anxiety (ROM = 3.36; P = 0.026; 95% CI = 1.16 to 9.76); non-recognition of symptoms (ROM = 2.80; P = 0.004; 95% CI = 1.41 to 5.59); and smoking (ROM = 1.76; P = 0.021; 95% CI = 1.09 to 2.86), respectively. These symptoms were associated with delay: finger swelling or discomfort (ROM = 2.72; P = 0.009, 95% CI = 1.29 to 5.74); cough (ROM = 2.53; P<0.001; 95% CI = 1.52 to 4.19); weight loss (ROM = 2.41; P<0.001; 95% CI = 1.49 to 3.88); weakness (ROM = 2.35; P = 0.001; 95% CI = 1.45 to 3.83); dyspnoea (ROM = 2.30; P = 0.001; 95% CI = 1.40 to 3.80); voice change (ROM = 1.90; P = 0.010; 95% CI = 1.17 to 3.10); and sputum (ROM = 1.66; P = 0.039; 95% CI = 1.03 to 2.67), respectively, also having more than five symptoms (compared with 1-3) (ROM = 3.69; P<0.001; 95% CI = 2.05 to 6.64). No overall relation between within-patient delay and survival was seen., CONCLUSION: Using smoking registers, awareness literature, and self-care manuals, primary care staff could liaise with people who have ever smoked regarding their symptoms to ensure early referral to secondary care. Copyright (C) 2021, The Authors.",2021,"Kotecha, Jalpa and Clark, Allan and Burton, Matthew and Chan, Wei Yee and Menzies, Di and Dernedde, Ulrike and Banham, Rachel and Wilson, Andrew and Martin, William Craig and T2 - BJGP open",NA,10.3399/BJGPO.2020.0130,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_1730,MEDLINE,PVA Electrospun Fibers Coated with PPy Nanoparticles for Wearable Strain Sensors.,"Current conductive polymers win wide applications in smart strain-stress sensors, bioinspired actuators, and wearable electronics. This work investigates a novel strain sensor by using conductive polypyrrole (PPy) nanoparticles coated polyvinyl alcohol (PVA) fibers as matrix. The flexible, water-resistant PVA fibers are initially prepared by combined electrospinning and annealing techniques, and then are coated with PPy nanoparticles through in situ polymerization. The resultant PPy@PVA fibers exhibit stable, favorable electrical conductivities due to the uniform point-to-point connections among PPy nanoparticles, e.g. after three-time' polymerizations, the PPy@PVA3 fiber film presents a sheet resistance of =840 OMEGA sq-1 and a bulk conductivity of =32.1 mS cm-1 . Cyclic sensing tests reveal that, PPy@PVA sensors show linear relationships between the relative resistance variations and the applied strains, e.g. the linear deviation of PPy@PVA3 is only 0.9 % within 33 % strain. After long-term stretching/releasing cycles, the PPy@PVA sensor exhibits stable, durable, and reversible sensing behaviors, no evident ""drift"" is observed over 1,000 cycles (5,000 seconds). Copyright (C) 2023 Wiley-VCH GmbH.",2023,"Ding, Jingxian and Mei, Longxiang and Guo, Xiaowei and Guo, Deyu and Ma, Li and Gui, Yanghai and Guo, Dongjie and T2 - Macromolecular rapid communications",NA,10.1002/marc.202300033,NA,conductive polymers and electrospun and polypyrrole and polyvinyl alcohol and strain sensors,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_1752,MEDLINE,The skin is no barrier to mixtures: Air pollutant mixtures and reported psoriasis or eczema in the Personalized Environment and Genes Study (PEGS).,"BACKGROUND: Autoimmune (AI) diseases appear to be a product of genetic predisposition and environmental triggers. Disruption of the skin barrier causes exacerbation of psoriasis/eczema. Oxidative stress is a mechanistic pathway for pathogenesis of the disease and is also a primary mechanism for the detrimental effects of air pollution., METHODS: We evaluated the association between autoimmune skin diseases (psoriasis or eczema) and air pollutant mixtures in 9060 subjects from the Personalized Environment and Genes Study (PEGS) cohort. Pollutant exposure data on six criteria air pollutants are publicly available from the Center for Air, Climate, and Energy Solutions and the Atmospheric Composition Analysis Group. For increased spatial resolution, we included spatially cumulative exposure to volatile organic compounds from sites in the United States Environmental Protection Agency Toxic Release Inventory and the density of major roads within a 5 km radius of a participant's address from the United States Geological Survey. We applied logistic regression with quantile g-computation, adjusting for age, sex, diagnosis with an autoimmune disease in family or self, and smoking history to evaluate the relationship between self-reported diagnosis of an AI skin condition and air pollution mixtures., RESULTS: Only one air pollution variable, sulfate, was significant individually (OR = 1.06, p = 3.99E-2); however, the conditional odds ratio for the combined mixture components of PM2.5 (black carbon, sulfate, sea salt, and soil), CO, SO2, benzene, toluene, and ethylbenzene is 1.10 (p-value = 5.4E-3)., SIGNIFICANCE: While the etiology of autoimmune skin disorders is not clear, this study provides evidence that air pollutants are associated with an increased prevalence of these disorders. The results provide further evidence of potential health impacts of air pollution exposures on life-altering diseases., SIGNIFICANCE AND IMPACT STATEMENT: The impact of air pollution on non-pulmonary and cardiovascular diseases is understudied and under-reported. We find that air pollution significantly increased the odds of psoriasis or eczema in our cohort and the magnitude is comparable to the risk associated with smoking exposure. Autoimmune diseases like psoriasis and eczema are likely impacted by air pollution, particularly complex mixtures and our study underscores the importance of quantifying air pollution-associated risks in autoimmune disease. Copyright (C) 2022. This is a U.S. Government work and not under copyright protection in the US; foreign copyright protection may apply.",2023,"Lowe, Melissa E and Akhtari, Farida S and Potter, Taylor A and Fargo, David C and Schmitt, Charles P and Schurman, Shepherd H and Eccles, Kristin M and Motsinger-Reif, Alison and Hall, Janet E and Messier, Kyle P and T2 - Journal of exposure science and environmental epidemiology",NA,10.1038/s41370-022-00502-0,NA,Air pollution and Geospatial analyses and Dermal exposure and Criteria pollutants and Epidemiology and OXIDATIVE STRESS and AMBIENT AIR and AUTOIMMUNE-DISEASES and ATOPIC-DERMATITIS and PARTICLES and EXPOSURE and QUALITY and PREVALENCE and SEVERITY and CHILDREN,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_1755,MEDLINE,"A novel gradient structured nanofiber and silver nanowire composite membrane for multifunctional air Filters, oil water Separation, and health monitoring flexible wearable devices.","Particular matter (PM), oily wastewater, and microorganisms (e.g., bacteria) have caused serious environmental, health, and safety issues. However, the development of multifunctional filtration materials to address these problems remains a great challenge. Here, we present a series of gradient structured air filters by simply spray coating poly(vinyl alcohol-co-ethylene) (PVA-co-PE) nanofibers on nylon mesh, followed by silver nanowires (AgNWs). Interestingly, it is found that the ANF-6 air filter is an anisotropic Janus membrane with asymmetric wettability and translucency. The as-prepared ANF-6 air filter exhibits excellent water vapor transmission rate (4447.92 +/- 184.78 g/(m2. d)), PM filtration (96.42 +/- 0.64 % for PM0.3), photothermal (79.6 degreeC under 1sun in 150 s), thermal insulation, antibacterial, and oil water separation. Additionally, the obtained ANF-6 air filter was impregnated with carbon black (CB) dispersion and served as flexible pressure sensors to monitor human respiration rate (17 times/min) and wrist pulse rate (80 times/min). The gradient structured PVA-co-PE nanofibers and AgNWs network provides excellent air filtration, oil water separation, and sensitivity performance for the sensors. These results provide a new scheme for designing multifunctional filtration materials and wearable pressure sensors in the application of air filtration, oil water separation, and wearable electronics for monitoring human health. Copyright (C) 2022 Elsevier Inc. All rights reserved.",2023,"Xia, Ming and Xiong, Ziyin and Yao, Zhi and Wu, Yi and Cheng, Qin and Xu, Jia and Liu, Ke and Wang, Dong and T2 - Journal of colloid and interface science",NA,10.1016/j.jcis.2022.10.043,NA,Gradient structure and Ag nanowires and Air filter and Pressure sensor and Health monitoring and HIGH-EFFICIENCY and PM2.5 and TRANSPARENT and FILTRATION,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_1810,MEDLINE,European Epidemiological Patterns of Cannabis- and Substance-Related Body Wall Congenital Anomalies: Geospatiotemporal and Causal Inferential Study.,"As body wall congenital anomalies (BWCAs) have a long history of being associated with prenatal or community cannabis exposure (CCE), it was of interest to investigate these epidemiological relationships in Europe given the recent increases in cannabis use prevalence, daily intensity, and Delta 9-tetrahydrocannabinol (THC) potency. Methods: This study makes use of BWCA data from Eurocat, drug exposure data from the European Monitoring Centre for Drugs and Drug Addiction, and income from the World Bank. Results: The mapping analysis showed that BWCARs increased in France, Spain, and the Netherlands. The bivariate mapping analysis showed that the BWCA rates (BWCAR) and the cannabis resin THC concentration rose simultaneously in France, the Netherlands, Bulgaria, Sweden, and Norway. The bivariate ranking of the BWCARs by median minimum E-value (mEV) was omphalocele > diaphragmatic hernia > abdominal wall defects > gastroschisis. With inverse probability weighted multivariable panel regression, the series of BWCAs, including gastroschisis, omphalocele, and diaphragmatic hernia, was positively related to various metrics of cannabis use from p = 2.45 x 10(-14), 4.77 x 10(-7) and <2.2 x 10(-16). With geospatial regression, the same series of BWCAs was related to cannabis metrics from p = 0.0016, 5.28 x 10(-6) and 4.88 x 10(-9). Seventeen out of twenty-eight (60.7%) of the E-value estimates were >9 (high range), as were 14/28 (50.0%) of the mEVs. Conclusion: The data confirm the close relationship of the BWCARs with the metrics of CCE, fulfill the quantitative criteria of causal inference, and underscore the salience of the public health impacts of cannabinoid teratogenicity. Of major concern is the rising CCE impacting exponential cannabinoid genotoxic dose-response relationships. CCE should be carefully restricted to protect the food chain, the genome, and the epigenome of coming generations.",2022,"Reece, Albert Stuart and Hulse, Gary Kenneth and T2 - International journal of environmental research and public health",NA,10.3390/ijerph19159027,NA,cannabis and cannabinoid and genotoxicity and epigenotoxicity and transgenerational inheritance and NON-PSYCHOACTIVE CANNABINOIDS and CATENIN SIGNALING PATHWAY and ILLICIT DRUG-USE and MACROMOLECULAR-SYNTHESIS and PRENATAL MARIJUANA and RESPONSE-INHIBITION and CELL-PROLIFERATION and BIRTH-DEFECTS and EXPOSURE and RISK,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_1859,MEDLINE,Rate of Angiotensin-Converting Enzyme Inhibitors and Angiotensin Receptor Blockers Use and the Number of COVID-19-Confirmed Cases and Deaths,NA,2022,"Tereshchenko, LG and Johnson, K and Khayyat-Kholghi, M and Johnson, B",Am J Cardiol,https://dx.doi.org/10.1016/j.amjcard.2021.10.050,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med21&rft.genre=article&rft_id=info:doi/10.1016%2Fj.amjcard.2021.10.050&rft_id=info:pmid/34906367&rft.issn=0002-9149&rft.volume=165&rft.issue=&rft.spage=101&rft.pages=101-108&rft.date=2022&rft.jtitle=American+Journal+of+Cardiology&rft.atitle=Rate+of+Angiotensin-Converting+Enzyme+Inhibitors+and+Angiotensin+Receptor+Blockers+Use+and+the+Number+of+COVID-19-Confirmed+Cases+and+Deaths.&rft.aulast=Tereshchenko,"Adolescent and Adult and Aged and *Angiotensin Receptor Antagonists/tu [Therapeutic Use] and *Angiotensin-Converting Enzyme Inhibitors/tu [Therapeutic Use] and *COVID-19/di [Diagnosis] and *COVID-19/ep [Epidemiology] and Cardiovascular Diseases/dt [Drug Therapy] and Cardiovascular Diseases/ep [Epidemiology] and Child and Child, Preschool and Female and Hospitalization/sn [Statistics & Numerical Data] and Humans and Infant and Male and Middle Aged and Risk Factors and Socioeconomic Factors and Survival Rate and United States/ep [Epidemiology] and Young Adult",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_1881,MEDLINE,Children's Particulate Matter Exposure Characterization as Part of the New Hampshire Birth Cohort Study,"As part of the New Hampshire Birth Cohort Study, children 3 to 5 years of age participated in a personal PM2.5 exposure study. This paper characterizes the personal PM2.5 exposure and protocol compliance measured with a wearable sensor. The MicroPEM (TM) collected personal continuous and integrated measures of PM2.5 exposure and compliance data on 272 children. PM2.5, black carbon (BC), and brown carbon tobacco smoke (BrC-ETS) exposure was measured from the filters. We performed a multivariate analysis of woodstove presence and other factors that influenced PM2.5, BC, and BrC exposures. We collected valid exposure data from 258 of the 272 participants (95%). Children wore the MicroPEM for an average of 46% of the 72-h period, and over 80% for a 2-day, 1-night period (with sleep hours counted as non-compliance for this study). Elevated PM2.5 exposures occurred in the morning, evening, and overnight. Median PM2.5, BC, and BrC-ETS concentrations were 8.1 mu g/m(3), 3.6 mu g/m(3), and 2.4 mu g/m(3). The combined BC and BrC-ETS mass comprised 72% of the PM2.5. Woodstove presence, hours used per day, and the primary heating source were associated with the children's PM2.5 exposure and air filters were associated with reduced PM2.5 concentrations. Our findings suggest that woodstove smoke contributed significantly to this cohort's PM2.5 exposure. The high sample validity and compliance rate demonstrated that the MicroPEM can be worn by young children in epidemiologic studies to measure their PM2.5 exposure, inform interventions to reduce the exposures, and improve children's health.",2021,"Thornburg, J and Halchenko, Y and McCombs, M and Siripanichgon, N and Dowell, E and Cho, SH and Egner, J and Sayarath, V and Karagas, MR",Int J Environ Res Public Health,https://dx.doi.org/10.3390/ijerph182212109,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med20&rft.genre=article&rft_id=info:doi/10.3390%2Fijerph182212109&rft_id=info:pmid/34831864&rft.issn=1660-4601&rft.volume=18&rft.issue=22&rft.spage=&rft.pages=&rft.date=2021&rft.jtitle=International+Journal+of+Environmental+Research+%26+Public+Health+%5BElectronic+Resource%5D&rft.atitle=Children%27s+Particulate+Matter+Exposure+Characterization+as+Part+of+the+New+Hampshire+Birth+Cohort+Study.&rft.aulast=Thornburg,"*Air Pollutants/an [Analysis] and Birth Cohort and Child and Child, Preschool and Cohort Studies and Environmental Exposure/an [Analysis] and Environmental Monitoring and Humans and New Hampshire and *Particulate Matter/an [Analysis]",NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_1900,MEDLINE,Socio-Environmental Conditions Associated with Geospatial Clusters of Urothelial Carcinoma: A Multi-Institutional Analysis,"Purpose: The interaction between sources of industrial byproducts and environmental pollutants (IBP/EP) and the prevalence of urothelial carcinoma (UC) in surrounding communities has been infrequently explored. The purpose of this research is to identify microregional UC hotspots and associated industrial and environmental risk factors. Materials and Methods: We retrospectively queried a multi-institutional database for UC patients diagnosed between 2008 and 2018. Addresses were geo-coded and used to perform hotspot analysis on the census block level. Demographic and clinicopathological characteristics, census data and proximity to sources of IBP/EP were compared between patients who did vs did not reside in a hotspot. Associations were tested using multilevel logistic regression models using 95% confidence intervals. Results: A total of 5,080 patients met inclusion criteria and 148 (2.9%) were identified as living in 1 of 3 UC hotspots. In univariate analyses, race, tobacco and alcohol use, household income, IBP/EP exposure and proximity to traffic, industrial discharge and airports were significantly associated with UC hotspots. Multivariable analysis demonstrated that polycyclic aromatic hydrocarbon exposure (OR: 48.09, p <= 0.001) and proximity to high-density traffic (OR: >999, p <= 0.001) increased the odds of living in a hotspot. Patients living in a hotspot were significantly less likely to be white (OR: 0.06, p <= 0.001) or tobacco users (OR: 0.39, p=0.031) on multivariate analysis. Conclusions: Spatially related clusters of UC may be associated with locoregional environmental exposures rather than tobacco exposure and may also be correlated with socioeconomic disparities. Geospatial analysis can help to identify at-risk populations, offering the opportunity to better focus preventive and diagnostic interventions.",2021,"Yankelevich, GR and Dreher, PC and Taylor, Z and Kim, D and Buckley, M and Larson, S and Belkoff, L and Bernstein, G and Edwards, DC",J Urol,https://dx.doi.org/10.1097/JU.0000000000002119,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med20&rft.genre=article&rft_id=info:doi/10.1097%2FJU.0000000000002119&rft_id=info:pmid/34288718&rft.issn=0022-5347&rft.volume=206&rft.issue=6&rft.spage=1390&rft.pages=1390-1402&rft.date=2021&rft.jtitle=Journal+of+Urology&rft.atitle=Socio-Environmental+Conditions+Associated+with+Geospatial+Clusters+of+Urothelial+Carcinoma%3A+A+Multi-Institutional+Analysis.&rft.aulast=Yankelevich,"Aged and Aged, 80 and over and *Carcinoma, Transitional Cell/ep [Epidemiology] and *Disease Hotspot and *Environmental Exposure/ae [Adverse Effects] and Female and Humans and Male and Middle Aged and Pennsylvania/ep [Epidemiology] and Retrospective Studies and *Social Factors and *Urinary Bladder Neoplasms/ep [Epidemiology]",NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_1993,MEDLINE,Solution-Processed Sensing Textiles with Adjustable Sensitivity and Linear Detection Range Enabled by Twisting Structure,"Wearable strain sensors are emerging rapidly for their promising applications in human motion detection for diagnosis, healthcare, training instruction, and rehabilitation exercise assessment. However, it remains a bottleneck in gaining comfortable and breathable devices with the features of high sensitivity, linear response, and tunable detection range. Textiles possess fascinating advantages of good breathability, aesthetic property, tailorability, and excellent mechanical compliance to conformably attach to human body. As the meandering loops in a textile can be extended in different directions, it provides plenty of room for exploring ideal sensors by tuning a twisting structure with rationally selected yarn materials. Herein, textile sensors with twisting architecture are designed via a solution-based process by using a stable water-based conductive ink that is composed of polypyrrole/polyvinyl alcohol nanoparticles with a mean diameter of 50 nm. Depending on the predesigned twisting models, the thus-fabricated textile sensors show adjustable performances, exhibiting a high sensitivity of 38.9 with good linearity and a broad detection range of 200%. Such sensors can be integrated into fabrics and conformably attached to skin for monitoring subtle (facial expressions, breathing, and speaking) and large (stretching, jumping, running and jogging, and sign language) human motions. As a proof-of-concept application, by integrating with a wireless transmitter, the signals detected by our sensors during exercise (e.g., running) can be remotely received and displayed on a smartphone. It is believed that the integration of our textile sensors with selected twisting models into a cloth promises full-range motion detection for wearable electronics and human-machine interfaces.",2020,"Hui, ZY and Chen, RY and Chang, J and Gong, YJ and Zhang, XW and Xu, H and Sun, Y and Zhao, Y and Wang, LM and Zhou, RC and Ju, F and Chen, Q and Zhou, JY and An, JN and Sun, GZ and Huang, W",ACS Appl Mater Interfaces,https://dx.doi.org/10.1021/acsami.0c00564,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med18&rft.genre=article&rft_id=info:doi/10.1021%2Facsami.0c00564&rft_id=info:pmid/32053344&rft.issn=1944-8244&rft.volume=12&rft.issue=10&rft.spage=12155&rft.pages=12155-12164&rft.date=2020&rft.jtitle=Acs+Applied+Materials+%26+Interfaces&rft.atitle=Solution-Processed+Sensing+Textiles+with+Adjustable+Sensitivity+and+Linear+Detection+Range+Enabled+by+Twisting+Structure.&rft.aulast=Hui,"Equipment Design and Humans and Monitoring, Physiologic/is [Instrumentation] and Monitoring, Physiologic/mt [Methods] and *Movement/ph [Physiology] and Nanoparticles/ch [Chemistry] and Polymers/ch [Chemistry] and Polyvinyl Alcohol/ch [Chemistry] and Pyrroles/ch [Chemistry] and *Textiles and *Wearable Electronic Devices and *Wireless Technology",NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
